Drug.Name,Synonyms,ChEMBL ID,IDs,referenced_datasets,MOA,repurposing_target,Indication,Disease Area,Phase(RepHub),merge_issues,Type,Phase(ChEMBL),Inchi Key,SMILES
SKF-81297,SKF-81297,,BRD:BRD-A09828896-004-11-0;BRD:BRD-BRD-A09828896-004-11-0,rep_primary;rep_single_dose,DOPAMINE RECEPTOR AGONIST,DRD1;DRD5,,,PRECLINICAL,,,NA,,OC1CC2C(CNCCC2C(CL)C1O)C1CCCCC1
SKF-83566,SKF-83566,,BRD:BRD-A52588987-004-08-2;BRD:BRD-BRD-A52588987-004-08-2,rep_primary;rep_single_dose,DOPAMINE RECEPTOR ANTAGONIST,DRD1;DRD5,,,PRECLINICAL,,,NA,,CN1CCC2CC(BR)C(O)CC2C(C1)C1CCCCC1
SKF-86002,SKF-86002,,BRD:BRD-BRD-K96809896-300-02-3;BRD:BRD-K96809896-300-02-3,rep_primary;rep_single_dose,P38 MAPK INHIBITOR,ALOX5;MAPK14,,,PRECLINICAL,,,NA,,FC1CCC(CC1)-C1NC2SCCN2C1-C1CCNCC1
SKF-89976A,SKF-89976A,,BRD:BRD-A49046702-003-08-3;BRD:BRD-BRD-A49046702-003-08-3,rep_primary;rep_single_dose,GABA UPTAKE INHIBITOR,SLC6A1,,,PRECLINICAL,,,NA,,OC(=O)C1CCCN(CCC=C(C2CCCCC2)C2CCCCC2)C1
SKF-96365,SKF-96365,,BRD:BRD-A72703248-003-04-9;BRD:BRD-BRD-A72703248-003-04-9,rep_multi_dose;rep_primary;rep_single_dose,CALCIUM CHANNEL BLOCKER,CYP3A4;PKD2;TRPC1;TRPC3;TRPC4;TRPC5;TRPV2,,,PRECLINICAL,,,NA,,COC1CCC(CCCOC(CN2CCNC2)C2CCC(OC)CC2)CC1
SKI-606,SKI-606,CHEMBL288441,GDSC1:1019,gdsc,,,,,,,Small molecule,Approved,UBPYILGKFZZVDX-UHFFFAOYSA-N,COC1CC(NC2C(C#N)CNC3CC(OCCCN4CCN(C)CC4)C(OC)CC23)C(CL)CC1CL
SKI-II,SKI-II,,BRD:BRD-BRD-K20755323-001-05-9;BRD:BRD-K20755323-001-05-9;CTRP:375366,ctrp;rep_multi_dose;rep_primary;rep_single_dose,SPHINGOSINE KINASE INHIBITOR,SPHK1,,,PRECLINICAL,,,NA,,OC1CCC(NC2NC(CS2)-C2CCC(CL)CC2)CC1
SKLB-1028,SKLB-1028,,BRD:BRD-K00004690-001-01-9,rep_single_dose,"ABL KINASE INHIBITOR, EGFR INHIBITOR, FLT3 INHIBITOR",,,,,,,NA,,
SKLB1002,SKLB1002,,BRD:BRD-BRD-K29895144-001-01-0;BRD:BRD-K29895144-001-01-0,rep_primary;rep_single_dose,VEGFR INHIBITOR,KDR,,,PRECLINICAL,,,NA,,COC1CC2NCNC(SC3NNC(C)S3)C2CC1OC
SL 0101-1,SL 0101-1,,GDSC1:1039,gdsc,,,,,,,,NA,,
SL-0101,SL-0101,,GDSC1:1039,gdsc,,,,,,,,NA,,
SL0101,SL0101,,GDSC1:1039,gdsc,,,,,,,,NA,,
SLV-319-(+/-),SLV-319-(+/-),,BRD:BRD-A54228901-001-01-7;BRD:BRD-BRD-A54228901-001-01-7,rep_primary;rep_single_dose,CANNABINOID RECEPTOR ANTAGONIST,CNR1;DRD2;HTR1A,,,PHASE 2,,,NA,,C\N=C(\NS(=O)(=O)C1CCC(CL)CC1)N1CC(C(=N1)C1CCC(CL)CC1)C1CCCCC1
SLV-320,SLV-320,CHEMBL592435,BRD:BRD-BRD-K34445261-001-02-2;BRD:BRD-K34445261-001-02-2,rep_primary;rep_single_dose,ADENOSINE RECEPTOR ANTAGONIST,ADORA1;ADORA2A;ADORA2B;ADORA3,,,PHASE 2,,Small molecule,Phase 2,RBZNJGHIKXAKQE-UHFFFAOYSA-N,O[C@H]1CC[C@@H](CC1)NC1NC(NC2[NH]CCC12)-C1CCCCC1;OC1CCC(NC2NC(-C3CCCCC3)NC3[NH]CCC23)CC1
SM-108,SM-108,,BRD:BRD-BRD-K70053378-001-01-1;BRD:BRD-K70053378-001-01-1,rep_primary;rep_single_dose,,,,,PHASE 2,,,NA,,NC(=O)C1[NH]CNC1O
SM-164,SM-164,,BRD:BRD-K06191411-001-02-5,rep_single_dose,XIAP INHIBITOR,BIRC2;BIRC3;XIAP,,,,,,NA,,
SM-21,SM-21,,BRD:BRD-A92933783-050-01-6;BRD:BRD-BRD-A92933783-050-01-6,rep_primary;rep_single_dose,SIGMA RECEPTOR ANTAGONIST,PGRMC1,,,PRECLINICAL,,,NA,,CCC(OC1CCC(CL)CC1)C(=O)OC1CC2CCC(C1)N2C
SMER-28,SMER-28,,BRD:BRD-BRD-K08478539-001-13-8;BRD:BRD-K08478539-001-13-8,rep_primary;rep_single_dose,AUTOPHAGY INDUCER,SNCA,,,PRECLINICAL,,,NA,,BRC1CCC2NCNC(NCC=C)C2C1
SMER-3,SMER-3,,CTRP:660286,ctrp,,,,,,,,NA,,
SMI-4A,SMI-4A,,BRD:BRD-BRD-K70159787-001-01-1;BRD:BRD-K70159787-001-01-1,rep_multi_dose;rep_primary;rep_single_dose,PIM KINASE INHIBITOR,PIM1,,,PRECLINICAL,,,NA,,FC(F)(F)C1CCCC(C1)\C=C1\SC(=O)NC1=O
SN 38,SN 38,CHEMBL837,GDSC1:1494,gdsc,,,,,,,Small molecule,Phase 2,FJHBVJOVLFPMQE-QFIPXVFZSA-N,CCC1C2C(NC3CCC(O)CC13)-C1CC3C(C(=O)N1C2)COC(=O)[C@]3(O)CC
SN-2,SN-2,,BRD:BRD-A64319165-001-07-0;BRD:BRD-BRD-A64319165-001-07-0,rep_primary;rep_single_dose,TRANSIENT RECEPTOR POTENTIAL CHANNEL AGONIST,MCOLN3,,,PRECLINICAL,,,NA,,CC1CC(C)C(C2=NOC3C4CCC(C4)C23)C(C)C1
SN38,SN-38;SN38,CHEMBL837,BRD:BRD-BRD-K89561498-001-01-7;BRD:BRD-K89561498-001-01-7;BRD:BRD-K89561498-001-02-5;BRD:BRD-U00115289-001-01-9;CTRP:375637;GDSC1:1494,ctrp;gdsc;oncref_1;rep_multi_dose;rep_primary;rep_single_dose,INHIBITOR OF TOPOISOMERASE 1,TOP1;TOP1A,COLORECTAL CANCER,,LAUNCHED,"Multiple values for MOA: {'INHIBITOR OF TOPOISOMERASE 1', 'TOPOISOMERASE INHIBITOR'}, defaulting to 'INHIBITOR OF TOPOISOMERASE 1'
Multiple values for repurposing_target: {'TOP1A', 'TOP1'}, taking the union",Small molecule,Phase 2,FJHBVJOVLFPMQE-QFIPXVFZSA-N,CCC1C2C(NC3CCC(O)CC13)-C1CC3C(C(=O)N1C2)COC(=O)[C@]3(O)CC;CCC1C2CN3C(CC4C(COC(=O)[C@]4(O)CC)C3=O)-C2NC2CCC(O)CC12
SN-6,SN-6,,BRD:BRD-A14316475-001-02-3;BRD:BRD-BRD-A14316475-001-02-3,rep_primary;rep_single_dose,SODIUM/CALCIUM EXCHANGE INHIBITOR,,,,PRECLINICAL,,,NA,,CCOC(=O)C1CSC(N1)CC1CCC(OCC2CCC([N+]([O-])=O)CC2)CC1
SNAP,SNAP,,BRD:BRD-A67006024-001-04-8;BRD:BRD-BRD-A67006024-001-04-8,rep_primary;rep_single_dose,NITRIC OXIDE DONOR,PTPN1,,,PHASE 2,,,NA,,CC(=O)NC(C(O)=O)C(C)(C)S[N+][O-]
SNAP-94847,SNAP-94847,,BRD:BRD-BRD-K49702221-003-01-6;BRD:BRD-K49702221-003-01-6,rep_primary;rep_single_dose,,ADRA1A;DRD2,,,PRECLINICAL,,,NA,,CC(C)C(=O)NC1CCC(C)C(C1)C1CCN(CC2CCC(OC3CCC(F)C(F)C3)CC2)CC1
SNC-80,SNC-80,CHEMBL13470,BRD:BRD-BRD-K29546239-001-02-3;BRD:BRD-K29546239-001-02-3,rep_primary;rep_single_dose,,OPRD1,,,PRECLINICAL,,Small molecule,NA,KQWVAUSXZDRQPZ-UMTXDNHDSA-N,C=CCN1C[C@H](C)N([C@H](C2CCC(C(=O)N(CC)CC)CC2)C2CCCC(OC)C2)C[C@H]1C;CCN(CC)C(=O)C1CCC(CC1)[C@@H](N1C[C@@H](C)N(CC=C)C[C@@H]1C)C1CCCC(OC)C1
SNDX-5613,SNDX-5613,CHEMBL4650278,BRD:BRD-K00090651-001-01-9,rep_single_dose,,,,,,,Small molecule,Phase 1,AXNUWYROYVRYIM-OQIJCFCCSA-N,CCN(C(=O)C1CC(F)CCC1OC1CNCNC1N1CC2(CCN(C[C@H]3CC[C@H](NS(=O)(=O)CC)CC3)CC2)C1)C(C)C.CCN(C(=O)C1CC(F)CCC1OC1CNCNC1N1CC2(CCN(C[C@H]3CC[C@H](NS(=O)(=O)CC)CC3)CC2)C1)C(C)C.O=C(O)/C=C/C(=O)O.O=C(O)/C=C/C(=O)O.O=C(O)/C=C/C(=O)O
SNG-1153,SNG-1153,,BRD:BRD-K75016267-001-02-9,rep_single_dose,SELECTIVE ESTROGEN RECEPTOR MODULATOR (SERM),ESR1,,,,,,NA,,
SNS-032,SNS-032,CHEMBL296468,CTRP:606254,ctrp,,,,,,,Small molecule,Phase 1,OUSFTKFNBAZUKL-UHFFFAOYSA-N,CC(C)(C)C1CNC(CSC2CNC(NC(=O)C3CCNCC3)S2)O1
SNS-314,SNS-314,CHEMBL482767;CHEMBL518051,BRD:BRD-BRD-K71512533-066-02-8;BRD:BRD-K71512533-066-02-8,rep_multi_dose;rep_primary;rep_single_dose,AURORA KINASE INHIBITOR,AURKA;AURKB;AURKC,,,PHASE 1,,Small molecule,Phase 1,FAYAUAZLLLJJGH-UHFFFAOYSA-N;FYCODPVDEFFWSR-UHFFFAOYSA-N,CLC1CCCC(NC(=O)NC2NCC(CCNC3NCNC4CCSC34)S2)C1;CS(=O)(=O)O.O=C(NC1CCCC(CL)C1)NC1NCC(CCNC2NCNC3CCSC23)S1;O=C(NC1CCCC(CL)C1)NC1NCC(CCNC2NCNC3CCSC23)S1
SNX 2112,SNX 2112,,GDSC1:328,gdsc,,,,,,,,NA,,
SNX-2112,SNX-2112,CHEMBL560895,BRD:BRD-BRD-K71281111-001-04-3;BRD:BRD-K71281111-001-04-3;CTRP:362338;GDSC1:328,ctrp;gdsc;rep_multi_dose;rep_primary;rep_single_dose,HSP INHIBITOR,,,,PHASE 1,,Small molecule,Unknown,ZFVRYNYOPQZKDG-MQMHXKEQSA-N,CC1(C)CC(=O)C2C(C(F)(F)F)NN(-C3CCC(C(N)=O)C(N[C@H]4CC[C@H](O)CC4)C3)C2C1;CC1(C)CC2C(C(NN2-C2CCC(C(N)=O)C(N[C@H]3CC[C@H](O)CC3)C2)C(F)(F)F)C(=O)C1
SNX-2112:BORTEZOMIB (250:1 MOL/MOL),SNX-2112:BORTEZOMIB (250:1 MOL/MOL),,CTRP:660251,ctrp,,,,,,,,NA,,
SNX-5422,SNX-5422,CHEMBL1195136,BRD:BRD-BRD-K73197500-001-02-2;BRD:BRD-K73197500-001-02-2,rep_multi_dose;rep_primary;rep_single_dose,HSP INHIBITOR,HSP90AA1;HSP90AB1,,,PHASE 1/PHASE 2,"Multiple values for repurposing_target: {'HSP90AA1', 'HSP90AA1;HSP90AB1'}, taking the union",Small molecule,Phase 2,AVDSOVJPJZVBTC-CTYIDZIISA-N,CC1(C)CC(=O)C2C(C(F)(F)F)NN(-C3CCC(C(N)=O)C(N[C@H]4CC[C@H](OC(=O)CN)CC4)C3)C2C1;CC1(C)CC2C(C(NN2-C2CCC(C(N)=O)C(N[C@H]3CC[C@@H](CC3)OC(=O)CN)C2)C(F)(F)F)C(=O)C1
SOBETIROME,SOBETIROME,CHEMBL107400,BRD:BRD-BRD-K85406984-001-01-0;BRD:BRD-K85406984-001-01-0,rep_multi_dose;rep_primary;rep_single_dose,THYROID HORMONE RECEPTOR AGONIST,THRA;THRB,,,PHASE 1,,Small molecule,Phase 1,QNAZTOHXCZPOSA-UHFFFAOYSA-N,CC(C)C1CC(CC2C(C)CC(OCC(O)=O)CC2C)CCC1O;CC1CC(OCC(=O)O)CC(C)C1CC1CCC(O)C(C(C)C)C1
SOBLIDOTIN,SOBLIDOTIN,CHEMBL3989512,BRD:BRD-K00003174-001-01-9,rep_single_dose,MICROTUBULE INHIBITOR,,,,,,Small molecule,Phase 2,DZMVCVHATYROOS-ZBFGKEHZSA-N,CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)NCCC1CCCCC1)OC)N(C)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C)C(C)C
SOBUZOXANE,SOBUZOXANE,CHEMBL1256871,BRD:BRD-K87595680-001-05-9,rep_single_dose,TOPOISOMERASE INHIBITOR,,,,,,Small molecule,Unknown,OCOKWVBYZHBHLU-UHFFFAOYSA-N,CC(C)COC(=O)OCN1C(=O)CN(CCN2CC(=O)N(COC(=O)OCC(C)C)C(=O)C2)CC1=O
SODIUM-ASCORBATE,SODIUM-ASCORBATE,,BRD:BRD-A67265925-236-02-6,rep_single_dose,,,,,,,,NA,,
SODIUM-BUTYRATE,SODIUM-BUTYRATE,,BRD:BRD-BRD-K05878375-236-05-7;BRD:BRD-K05878375-236-05-7,rep_primary;rep_single_dose,HDAC INHIBITOR,BCHE;FFAR2;FFAR3;HDAC1;HDAC2;HDAC3;HDAC8,,,PHASE 2,,,NA,,CCCC(O)=O
SODIUM-DANSHENSU,SODIUM-DANSHENSU,,BRD:BRD-A93699261-236-03-4;BRD:BRD-BRD-A93699261-236-03-4,rep_primary;rep_single_dose,,,,,PRECLINICAL,,,NA,,OC(CC1CCC(O)C(O)C1)C(O)=O
SODIUM-DODECYL-SULFATE,SODIUM-DODECYL-SULFATE,,BRD:BRD-M58433298-001-02-4,rep_single_dose,,ALB,,,,,,NA,,
SODIUM-GLUCOHEPTONATE,SODIUM-GLUCOHEPTONATE,,BRD:BRD-BRD-K35952844-236-01-6,rep_primary,,,,,LAUNCHED,,,NA,,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)C(O)=O
SODIUM-GLUCONATE,SODIUM-GLUCONATE,,BRD:BRD-BRD-M54096567-001-01-9;BRD:BRD-M54096567-001-01-9,rep_primary;rep_single_dose,,,,,LAUNCHED,,,NA,,[NA].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)=O;OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)=O
SODIUM-GUALENATE,SODIUM-GUALENATE,,BRD:BRD-BRD-K80043866-236-01-1;BRD:BRD-K80043866-236-01-1,rep_primary;rep_single_dose,ANTACID,,,,LAUNCHED,,,NA,,CC(C)C1CCC(C)C2C(CC(C)C2C1)S(O)(=O)=O
SODIUM-MONOFLUOROPHOSPHATE,SODIUM-MONOFLUOROPHOSPHATE,,BRD:BRD-BRD-K99308954-304-02-4;BRD:BRD-K99308954-304-02-4,rep_primary;rep_single_dose,,PYGM,CAVITIES,,LAUNCHED,,,NA,,OP(O)(F)=O
SODIUM-NITRITE,SODIUM-NITRITE,,BRD:BRD-K61230716-236-03-5,rep_single_dose,NITRIC OXIDE DONOR,,,,,,,NA,,
SODIUM-NITROPRUSSIDE,SODIUM-NITROPRUSSIDE,,BRD:BRD-K00003606-380-01-9,rep_single_dose,NITRIC OXIDE DONOR,,,,,,,NA,,
SODIUM-ORTHOVANADATE,SODIUM-ORTHOVANADATE,CHEMBL179166,BRD:BRD-K60600693-314-03-2,rep_single_dose,,,,,,,Small molecule,NA,,
SODIUM-OXYBATE,SODIUM-OXYBATE,,BRD:BRD-BRD-K82166906-236-02-8;BRD:BRD-K82166906-236-02-8,rep_primary;rep_single_dose,BENZODIAZEPINE RECEPTOR AGONIST,GABRB1;HCAR1;SLC52A2,NARCOLEPSY,,LAUNCHED,,,NA,,OCCCC(O)=O
SODIUM-PICOSULFATE,SODIUM-PICOSULFATE,,BRD:BRD-BRD-K77251551-304-02-9;BRD:BRD-K77251551-304-02-9,rep_primary;rep_single_dose,,,CONSTIPATION,,LAUNCHED,,,NA,,OS(=O)(=O)OC1CCC(CC1)C(C1CCC(OS(O)(=O)=O)CC1)C1CCCCN1
SODIUM-SALICYLATE,SODIUM-SALICYLATE,,BRD:BRD-BRD-K93632104-001-18-0,rep_primary,PROSTANOID RECEPTOR ANTAGONIST,ASIC3;PTGS1;PTGS2,"FEVER, PAIN RELIEF",,LAUNCHED,,,NA,,OC(=O)C1CCCCC1O
SODIUM-STIBOGLUCONATE,SODIUM-STIBOGLUCONATE,,BRD:BRD-A60786380-412-01-5;BRD:BRD-BRD-A60786380-412-01-5,rep_multi_dose;rep_primary;rep_single_dose,TYROSINE PHOSPHATASE INHIBITOR,PTPN6;TOP1,LEISHMANIASIS,,LAUNCHED,,,NA,,OCC(O)C1O[SB]2(O)(O[SB]34(O)OC(C(O)CO)C(O3)C(O4)C(O)=O)OC1C(O2)C(O)=O
SODIUM-TANSHINONE-II-A-SULFONATE,SODIUM-TANSHINONE-II-A-SULFONATE,,BRD:BRD-BRD-K84798689-236-02-9;BRD:BRD-K84798689-236-02-9,rep_multi_dose;rep_primary;rep_single_dose,POTASSIUM CHANNEL ACTIVATOR,,,,PHASE 2,,,NA,,CC1C2C(OC1S(O)(=O)=O)-C1CCC3C(CCCC3(C)C)C1C(=O)C2=O
SODIUM-TETRADECYL-SULFATE,SODIUM-TETRADECYL-SULFATE,,BRD:BRD-A55664972-236-02-6;BRD:BRD-BRD-A55664972-236-02-6;BRD:BRD-BRD-K84544951-236-01-0;BRD:BRD-K84544951-236-01-0,rep_primary;rep_single_dose,,PROC;PROS1,"VARICOSE VEINS, VARICOSE VEINS",,LAUNCHED,"Multiple values for structure_id: {'K84544951', 'A55664972'}, defaulting to None",,NA,,CCCCC(CC)CCC(CC(C)C)OS(O)(=O)=O;CCCCCCCCCCCCCCOS(O)(=O)=O
SOFALCONE,SOFALCONE,CHEMBL1441961,BRD:BRD-BRD-K01039503-001-01-2;BRD:BRD-K01039503-001-01-2,rep_primary;rep_single_dose,MUCUS PROTECTING AGENT,CBR1,PEPTIC ULCER DISEASE (PUD),,LAUNCHED,,Small molecule,Unknown,GFWRVVCDTLRWPK-KPKJPENVSA-N,CC(C)=CCOC1CCC(/C=C/C(=O)C2CCC(OCC=C(C)C)CC2OCC(=O)O)CC1;CC(C)=CCOC1CCC(\C=C\C(=O)C2CCC(OCC=C(C)C)CC2OCC(O)=O)CC1
SOFOSBUVIR-IMPURITY-M,SOFOSBUVIR-IMPURITY-M,,BRD:BRD-K00003527-001-01-9,rep_single_dose,ANTIVIRAL,,,,,,,NA,,
SOGRAZEPIDE,SOGRAZEPIDE,CHEMBL324547,BRD:BRD-K00004608-001-01-9,rep_single_dose,GASTRIN INHIBITOR,,,,,,Protein,Phase 2,YDZYKNJZCVIKPP-VWLOTQADSA-N,CNC1CCCC(NC(=O)N[C@@H]2N=C(C3CCCCN3)C3CCCCC3N(CC(=O)C(C)(C)C)C2=O)C1
SOLAMARGINE,SOLAMARGINE,CHEMBL443114,BRD:BRD-A65562236-001-01-2;BRD:BRD-BRD-A65562236-001-01-2,rep_primary;rep_single_dose,APOPTOSIS INHIBITOR,,,,PHASE 3,,Small molecule,NA,MBWUSSKCCUMJHO-ZGXDEBHDSA-N,C[C@@H]1CC[C@@]2(NC1)O[C@H]1C[C@H]3[C@@H]4CC=C5C[C@@H](O[C@@H]6O[C@H](CO)[C@@H](O[C@@H]7O[C@@H](C)[C@H](O)[C@@H](O)[C@H]7O)[C@H](O)[C@H]6O[C@@H]6O[C@@H](C)[C@H](O)[C@@H](O)[C@H]6O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C;CC1C2C(CC3C4CC=C5CC(CCC5(C)C4CCC23C)OC2OC(CO)C(OC3OC(C)C(O)C(O)C3O)C(O)C2OC2OC(C)C(O)C(O)C2O)OC11CCC(C)CN1
SOLCITINIB,SOLCITINIB,CHEMBL3301606,BRD:BRD-BRD-K69215269-001-01-1;BRD:BRD-K69215269-001-01-1,rep_primary;rep_single_dose,JAK INHIBITOR,JAK1,,,PHASE 1,,Small molecule,Phase 2,MPYACSQFXVMWNO-UHFFFAOYSA-N,CC1(C)CN(C(=O)C2CCC(-C3CCCC4NC(NC(=O)C5CC5)NN34)CC2)C1;CC1(C)CN(C1)C(=O)C1CCC(CC1)-C1CCCC2NC(NC(=O)C3CC3)NN12
SOLIFENACIN-SUCCINATE,SOLIFENACIN-SUCCINATE,,BRD:BRD-BRD-K24723746-036-02-5;BRD:BRD-K24723746-036-02-5,rep_primary;rep_single_dose,ACETYLCHOLINE RECEPTOR ANTAGONIST,CHRM1;CHRM2;CHRM3;CHRM4;CHRM5,"URINARY INCONTINENCE, URINARY FREQUENCY",,LAUNCHED,,,NA,,O=C(O[C@H]1CN2CCC1CC2)N1CCC2CCCCC2[C@@H]1C1CCCCC1
SOLITHROMYCIN,SOLITHROMYCIN,CHEMBL1232510;CHEMBL1240704,BRD:BRD-BRD-K32256160-001-01-9;BRD:BRD-K32256160-001-01-9,rep_primary;rep_single_dose,PROTEIN SYNTHESIS INHIBITOR,,,,PHASE 3,,Small molecule,Phase 3,IXXFZUPTQVDPPK-ZAWHAJPISA-N;QHOXYVNRQLJLAO-FDCTVVDYSA-N,CC[C@H]1OC(=O)[C@@](C)(F)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCN3CC(NN3)-C3CCCC(N)C3)C(=O)O[C@]12C)OC;CC[C@H]1OC(=O)[C@@](C)(F)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCN3CC(-C4CCCC(N)C4)NN3)C(=O)O[C@]12C;CC[C@H]1OC(=O)[C@@](C)(F)C(=O)[C@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)C[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCN3CC(-C4CCCC(N)C4)NN3)C(=O)O[C@]12C
SOLRIAMFETOL,SOLRIAMFETOL,CHEMBL4297212;CHEMBL4297620,BRD:BRD-K00004707-001-01-9,rep_single_dose,DOPAMINE REUPTAKE INHIBITOR,,,,,,Small molecule,Approved,KAOVAAHCFNYXNJ-SBSPUUFOSA-N;UCTRAOBQFUDCSR-SECBINFHSA-N,CL.NC(=O)OC[C@H](N)CC1CCCCC1;NC(=O)OC[C@H](N)CC1CCCCC1
SOLTAMOX,SOLTAMOX,CHEMBL786;CHEMBL83,GDSC1:1199;GDSC2:1199,gdsc,,,,,,,Small molecule,Approved,FQZYTYWMLGAPFJ-OQKDUQJOSA-N;NKANXQFJJICGDU-QPLCGJKRSA-N,CC/C(=C(\C1CCCCC1)C1CCC(OCCN(C)C)CC1)C1CCCCC1;CC/C(=C(\C1CCCCC1)C1CCC(OCCN(C)C)CC1)C1CCCCC1.O=C(O)CC(O)(CC(=O)O)C(=O)O
SOMANTADINE,SOMANTADINE,CHEMBL2111145,BRD:BRD-BRD-K85764479-003-01-0;BRD:BRD-K85764479-003-01-0,rep_primary;rep_single_dose,ANTIVIRAL,,,,PHASE 1,,Small molecule,Unknown,OWKXRDQRMTVCEX-UHFFFAOYSA-N,CC(C)(N)CC12CC3CC(CC(C3)C1)C2
SOMATOSTATIN,SOMATOSTATIN,CHEMBL1823872,BRD:BRD-BRD-K14681867-001-01-6;BRD:BRD-K14681867-001-01-6,rep_primary;rep_single_dose,SOMATOSTATIN RECEPTOR AGONIST,OPRD1;OPRM1;SSTR1;SSTR2;SSTR3;SSTR4;SSTR5,HEMORRHAGE,,LAUNCHED,,Protein,Phase 3,NHXLMOGPVYXJNR-ATOGVRKGSA-N,C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC2C[NH]C3CCCCC23)NC(=O)[C@H](CC2CCCCC2)NC(=O)[C@H](CC2CCCCC2)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC2CCCCC2)NC1=O)[C@@H](C)O)C(O)=O)NC(=O)CNC(=O)[C@H](C)N;C[C@H](N)C(=O)NCC(=O)N[C@H]1CSSC[C@@H](C(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CC2CCCCC2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC2C[NH]C3CCCCC23)NC(=O)[C@H](CC2CCCCC2)NC(=O)[C@H](CC2CCCCC2)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCCCN)NC1=O
SONEPIPRAZOLE,SONEPIPRAZOLE,CHEMBL69759,BRD:BRD-K69857269-001-03-9,rep_single_dose,DOPAMINE RECEPTOR ANTAGONIST,,,,,,Small molecule,Unknown,WNUQCGWXPNGORO-NRFANRHFSA-N,NS(=O)(=O)C1CCC(N2CCN(CC[C@@H]3OCCC4CCCCC43)CC2)CC1
SONIDEGIB,SONIDEGIB,CHEMBL2105737,BRD:BRD-BRD-K19796430-001-05-6;BRD:BRD-K19796430-001-05-6,rep_multi_dose;rep_primary;rep_single_dose,SMOOTHENED RECEPTOR ANTAGONIST,SMO,BASAL CELL CARCINOMA (BCC),,LAUNCHED,,Small molecule,Approved,VZZJRYRQSPEMTK-CALCHBBNSA-N,C[C@H]1CN(C[C@@H](C)O1)C1CCC(NC(=O)C2CCCC(-C3CCC(OC(F)(F)F)CC3)C2C)CN1;CC1C(C(=O)NC2CCC(N3C[C@@H](C)O[C@@H](C)C3)NC2)CCCC1-C1CCC(OC(F)(F)F)CC1
SOPHOCARPINE,SOPHOCARPINE,CHEMBL377725,BRD:BRD-BRD-K66845263-001-03-0;BRD:BRD-K66845263-001-03-0,rep_primary;rep_single_dose,,,,,PHASE 3,,Small molecule,NA,AAGFPTSOPGCENQ-JLNYLFASSA-N,O=C1C=CC[C@@H]2[C@H]3CCCN4CCC[C@@H](CN12)[C@@H]34
SORAFENIB,SORAFENIB,CHEMBL1336,BRD:BRD-BRD-K23984367-075-15-2;BRD:BRD-K23984367-001-07-5;BRD:BRD-K23984367-075-15-2;CTRP:349006;GDSC1:30;GDSC2:1085,ctrp;gdsc;rep_multi_dose;rep_primary;rep_single_dose,"FLT3 INHIBITOR, KIT INHIBITOR, PDGFR TYROSINE KINASE RECEPTOR INHIBITOR, RAF INHIBITOR, RET TYROSINE KINASE INHIBITOR, VEGFR INHIBITOR",BRAF;DDR2;FGFR1;FLT1;FLT3;FLT4;KDR;KIT;PDGFRB;RAF1;RET,"RENAL CELL CARCINOMA (RCC), THYROID CANCER, HEPATOCELLULAR CARCINOMA (HCC)",,LAUNCHED,,Small molecule,Approved,MLDQJTXFUGDVEO-UHFFFAOYSA-N,CNC(=O)C1CC(OC2CCC(NC(=O)NC3CCC(CL)C(C(F)(F)F)C3)CC2)CCN1;CNC(=O)C1CC(OC2CCC(NC(=O)NC3CCC(CL)C(C3)C(F)(F)F)CC2)CCN1
SORAPRAZAN,SORAPRAZAN,CHEMBL2105502,BRD:BRD-K00004585-001-01-9,rep_single_dose,PROTON PUMP INHIBITOR,,,,,,Small molecule,Unknown,PWILYDZRJORZDR-MISYRCLQSA-N,COCCO[C@@H]1C2CCN3C(C)C(C)NC3C2N[C@H](C2CCCCC2)[C@H]1O
